,keyword,location,user_id
329,covid,jodhpur,1009313563767238656
330,covid,india,1009313563767238656
331,covid,hochiminhcity,1206449787546923009
332,covid,sanjose,919784284268912640
333,covid,ca,919784284268912640
334,covid,bengaluru,145540592
335,covid,india,145540592
336,covid,hanoi,1226721503623839752
337,covid,vietnam,1226721503623839752
338,covid,quan3,3279507602
339,covid,tp.hcm,3279507602
340,covid,hochiminhcity,274584049
341,covid,vietnam,274584049
342,covid,houston,1021097560503701505
343,covid,tx,1021097560503701505
344,covid,656/74/87quangtrung,1238315815646068738
345,covid,govap,1238315815646068738
346,covid,haiphong,1244922104631287808
347,covid,vietnam,1244922104631287808
348,covid,hanoi,1209318686424616960
349,covid,hanoi,844574553938378752
350,covid,vietnam,844574553938378752
351,covid,quan9.hochiminh,1185457327115132928
352,covid,vietnam,2288196925
353,covid,quangngai,1239753065323884544
354,covid,thanhphohochiminh,1225615603643252736
355,covid,london,1769361
356,covid,w1a1aa,1769361
357,covid,http://mypham102.com,85113005
358,covid,nguyenkhe,1224521983821398016
359,covid,donganh,1224521983821398016
360,covid,hanoi,1224521983821398016
361,covid,phuonglinhtay,1175313625319268353
362,covid,thuductphcm,1175313625319268353
363,covid,cdmxtenochtitlantepetzinco.,890037807682469888
364,covid,hochiminh,788811437141397504
365,covid,vietnam,788811437141397504
366,covid,washingtondc,17595252
367,covid,nigeria,2301781660
368,covid,vietnam,2683803230
369,covid,kwarastate,1230981966863925248
370,covid,nigeria,1230981966863925248
371,covid,danang,879949541105061888
372,covid,vietnam,879949541105061888
373,covid,aa,244022151
374,covid,155thanvannhiep,1178512970088775681
375,covid,anphu,1178512970088775681
376,covid,hochiminh,1244968879861817344
377,covid,vietnam,1244968879861817344
378,covid,stanlegend,903431329076830208
379,covid,btspavedtheway,903431329076830208
380,covid,tp.hcm,31081002
381,covid,vinhlongcityinvietnam,1236910491072512000
382,covid,vietnam,751956540
383,covid,langson,1235029507729285120
384,covid,hanoi,1097398402713739264
385,covid,vietnam,1097398402713739264
386,covid,unitedstates,730908120654843905
387,covid,vietnam,536834075
388,covid,thailand,731002417148362752
389,covid,..,882663572240596992
390,covid,tayninh,848373635999973377
391,covid,vietnam,848373635999973377
392,covid,hochiminh,1177800281926467584
393,covid,so88b,1130316849403400192
394,covid,duongk3,1130316849403400192
395,covid,conhue,1130316849403400192
396,covid,tuliem,1130316849403400192
397,covid,hanoi,1130316849403400192
398,covid,6040dawsonblvdste.a,1226763273946615814
399,covid,norcro,1226763273946615814
400,covid,nhavanhoabacmaidich,1212681069390000129
401,covid,hn,1212681069390000129
402,covid,vietnam,2351390888
403,covid,hochiminh,1197903285681700864
404,covid,vietnam,1197903285681700864
405,covid,vietnam,839314908147671041
406,covid,hanoi,1248127584887402498
407,covid,vietnam,1248127584887402498
408,covid,nellore,4509352092
409,covid,india,4509352092
410,covid,@home,707814058209234944
411,covid,jeddah,2380203470
412,covid,ksa,2380203470
413,covid,thailand,1115587543674699778
414,covid,kdtdinhcong,1048385773479686144
415,covid,hoangmai,1048385773479686144
416,covid,hanoi,1048385773479686144
417,covid,whereverdatboi!!!!be,726964739515912192
418,covid,hochiminh,933547092953391104
419,covid,vietnam,1180765924594335744
420,covid,hcm,596010101
421,covid,ninhthuan,1234683178809344000
422,covid,hochiminh,4652488729
423,covid,vietnam,4652488729
424,covid,vietnam,103787891
425,covid,vietnam,1088822516905168896
426,covid,"365tansonnhi,tanphu",2903410034
427,covid,hochiminhcity,1184319021006458881
428,covid,vietnam,1184319021006458881
429,covid,vietnam,540672434
430,covid,hochiminh,1136621124614180864
431,covid,vietnam,1136621124614180864
432,covid,danang,1064340101440790528
433,covid,vietnam,1064340101440790528
434,covid,hochiminhcity,1246280046232231938
435,covid,vietnam,1246280046232231938
436,covid,145xuanhong,905619338928914432
437,covid,tanbinh,905619338928914432
438,covid,tphcm,905619338928914432
439,covid,nhatrang,491904519
440,covid,khanhhoa,491904519
441,covid,vietnam,953572426792583168
442,covid,hanoi,3108005437
443,covid,vietnam,3108005437
444,covid,Shui noZhong ,161602360
445,covid,liege(belgium),137280699
446,covid,hochiminh,1157898685205757953
447,covid,brs,950613444
448,covid,15khuongtrung,1212618645014138880
449,covid,thanhxuan,1212618645014138880
450,covid,hn,1212618645014138880
451,covid,vietnam,1237017454108262402
452,covid,gadag,1107203494509830145
453,covid,vietnam,2897319109
454,covid,hanoi,2897319109
455,covid,ekoakete(lagos)naijiria,804320341
456,covid,hochiminh,960354854932660225
457,covid,vietnam,960354854932660225
458,covid,vietnam,1004914950215626753
459,covid,vietnam,839747482124861440
460,covid,langson,864684961722388480
461,covid,vietnam,864684961722388480
462,covid,australia(transrights),947280390229594113
463,covid,hanoi,3159530394
464,covid,vietnam,3159530394
465,covid,hochiminh,957085496634560512
466,covid,vietnam,957085496634560512
467,covid,hanoi,1245722131796602883
468,covid,vietnam,1245722131796602883
469,covid,hanoi,1182839513384509440
470,covid,vietnam,1182839513384509440
471,covid,pune,1120723783277531136
472,covid,india,1120723783277531136
473,covid,dongda,1172423909070630917
474,covid,hanoi,1172423909070630917
475,covid,vietnam,1172423909070630917
476,covid,saigon,1935069090
477,covid,hochiminh,1145160452105617408
478,covid,vietnam,1145160452105617408
479,covid,96caothang,745153979605098496
480,covid,p.4,745153979605098496
481,covid,q3,745153979605098496
482,covid,vn,745153979605098496
483,covid,113nguyenvancu,1245902251714990081
484,covid,hongha,1245902251714990081
485,covid,vietnam,1178129772368420864
486,covid,hanoi,1961910733
487,covid,boston,24860663
488,covid,vietnam,721711157229146112
489,covid,hochiminh,1167258825616838658
490,covid,vietnam,1167258825616838658
491,covid,hanoi,1243119885695234048
492,covid,vietnam,1243119885695234048
493,covid,hochiminh,1229983254339448833
494,covid,vietnam,1229983254339448833
495,covid,philippines,135357010
496,covid,232/14duongso9,632242770
497,covid,phuong9,632242770
498,covid,so9,2653354470
499,covid,ngo102khuatduytien,2653354470
500,covid,vietnam,1077742209951100928
501,covid,vie,1246635183731695617
502,covid,islamabad,762865952161542144
503,covid,pakistan,762865952161542144
504,covid,123duongbachdang,1158208368776843264
505,covid,hanoi,1242734714508591105
506,covid,nguoiphattu.com,427312426
507,covid,vietnam,4891782253
508,covid,erii'sheart,1085138659987226624
509,covid,hochiminhcity,1177563981495488512
510,covid,Wei Shen v*she/her,1017913892809265152
511,covid,nederland,309185535
512,covid,hanoi,1055019916389171201
513,covid,vietnam,1055019916389171201
514,covid,vietnam,1182875012807610368
515,covid,hochiminhcity,1337943463
516,covid,lamdong,949914523275730945
517,covid,vietnam,949914523275730945
518,covid,somewhereibelong,37634393
519,covid,qtscbuilding1,231293653
520,covid,quangtrungsoftwarecity,231293653
521,covid,tanchanhhiepward,231293653
522,covid,district12,231293653
523,covid,hcmc,231293653
524,covid,vietnam,231293653
525,covid,tphcm,1168941928592883713
526,covid,california,48771753
527,covid,epkinhvungtauhoangkieu,1052750094930300928
528,covid,binhtan,1006383764824453120
529,covid,hochiminh,1006383764824453120
530,covid,vietnam,1006383764824453120
531,covid,hanoivietnam!,3037491804
532,covid,hyderabad,837988134
533,covid,huaikhwang,1070618719674462209
534,covid,bangkok,1070618719674462209
535,covid,daegu,1136719132932444161
536,covid,somethingsomething,1142998146689056768
537,covid,prupleland,1055638427620728833
538,covid,haiphong,814996032882774016
539,covid,vietnam,814996032882774016
540,covid,singaparna,827737974137708544
541,covid,indonesian,827737974137708544
542,covid,milpitas,3248811894
543,covid,california,3248811894
544,covid,hanoi,1234366141272743936
545,covid,vietnam,1234366141272743936
546,covid,hochiminh,1215178375716691968
547,covid,vietnam,1215178375716691968
548,covid,bangalore,399208594
549,covid,karnataka,399208594
550,covid,india,399208594
551,covid,vietnam,786462140760674304
552,covid,hanoi,1232122403305615360
553,covid,vietnam,1232122403305615360
554,covid,hochiminhcity,57392089
555,covid,vietnam,57392089
556,covid,vietnam,1081933528537821186
557,covid,hanoi,279652959
558,covid,hanoi,36110921
559,covid,vietnam,36110921
560,covid,vietnam,1014865400994123782
561,covid,u,1007687238
562,covid,blackcile1,1219972877186764800
563,covid,vietnam,1157514846138556417
564,covid,hochiminh,1227939167587328000
565,covid,vietnam,1227939167587328000
566,covid,hanoi,2903159798
567,covid,vietnam,970924236817575936
568,covid,nampty,957550548512776192
569,covid,france,957550548512776192
570,covid,hochiminh,1215539086494060545
571,covid,vietnam,1215539086494060545
572,covid,29tranphu,2307556567
573,covid,hochiminhcity,1179699903095812097
574,covid,vietnam,1179699903095812097
575,covid,thailand,1131802669197144064
576,covid,vinhphuc,823794179247513600
577,covid,vietnam,823794179247513600
578,covid,vietnam,3134918251
579,covid,namtuliem,380925974
580,covid,hanoi,380925974
581,covid,vietnam,380925974
582,covid,vietnam,986996053621686272
583,covid,vietnam,997282794
584,covid,hochiminh,1204071058296295424
585,covid,wangcastle,133340266
586,covid,vietnam,3085659232
587,covid,bit.ly/oceantvvietnam,27844080
588,covid,duongdinhnghe,1198634947730276352
589,covid,hanoi,1198634947730276352
590,covid,hochiminh,90833754
591,covid,london,1187761464813084677
592,covid,`jy'bwGry'b,1243495468795035654
593,covid,bangkok,205769424
594,covid,thailand,205769424
595,covid,vietnam,1244596321723400192
596,covid,caugiay,1546463412
597,covid,hanoi,1546463412
598,covid,toronto,2611104926
599,covid,ontario,2611104926
600,covid,hanoi,1247383591740297218
601,covid,vietnam,1247383591740297218
602,covid,us,1062920760
603,covid,seattle,974166224
604,covid,wa,974166224
605,covid,hungyen,1207195593589710848
606,covid,vietnam,1207195593589710848
607,covid,skyvietcompany,1008124777
608,covid,vietnam,392681346
609,covid,hanoi,293319496
610,covid,vietnam,293319496
611,covid,hanoi,1246696059578937345
612,covid,vietnam,1246696059578937345
613,covid,camau,1199857340956069888
614,covid,vietnam,1199857340956069888
615,covid,hochiminh,1189741204616798209
616,covid,vietnam,3816433580
617,covid,toilanguoidammethethao,1087195126554718208
618,covid,hanoi,131788002
619,covid,hochiminh,131788002
620,covid,africa,484092061
621,covid,hanoi,3235252604
622,covid,vietnam,3235252604
623,covid,songhanh,702692824014172160
624,covid,quan2,702692824014172160
625,covid,tp.hcm,702692824014172160
626,covid,hochiminh,2224393806
627,covid,vietnam,2224393806
628,covid,hochiminh,948065397198036993
629,covid,vietnam,948065397198036993
630,covid,kingdomofsaudiarabia,94811252
631,covid,boston,124455872
632,covid,ma,124455872
633,covid,cillchainnigh,321480096
634,covid,austin,870535057
635,covid,tx,870535057
636,covid,occalifornia,261583219
637,covid,SEOUL1999,1151526854106312704
638,covid,vietnam/canada,800400700727435264
639,covid,northcarolina,1658453322
640,covid,usa,1658453322
641,covid,vietnam,72886370
642,covid,sangamvihar,875208455287578624
643,covid,newdelhi,875208455287578624
644,covid,islamabad&kp,609218451
645,covid,pakistan,609218451
646,covid,akure,1244733048639369220
647,covid,nigeria,1244733048639369220
648,covid,vietnam,1333912482
649,covid,vinhcity,1464344942
650,covid,ngheanprovince,1464344942
651,covid,vijayawada,436552958
652,covid,hanoi,1102532374728830977
653,covid,vietnam,1102532374728830977
654,covid,danang,966554333121691654
655,covid,vietnam,966554333121691654
656,covid,hochiminh,1015571647774928897
657,covid,vietnam,1015571647774928897
658,covid,haiphong,1168113212664893440
659,covid,vietnam,1168113212664893440
660,covid,thailand,765729736085508096
661,covid,hanoi,1239806283965812738
662,covid,vietnam,1239806283965812738
663,covid,quangtri,64326632
664,covid,vietnam,64326632
665,covid,vietnam,14657399
666,covid,hochiminh,1246604908108759040
667,covid,vietnam,1246604908108759040
668,covid,hochiminh,2921075372
669,covid,vietnam,2921075372
670,covid,belgium,48140636
671,covid,sunny r,1227545347406225408
672,covid,vietnam,1224164098625003525
673,covid,vietnam,1637455194
674,covid,hanoi,1244951593968996353
675,covid,vietnam,1244951593968996353
676,covid,somewhereonlyiknow,2389399178
677,covid,vietnam,1247098727925288960
678,covid,hochiminh,1193233047237226496
679,covid,hewler(erbil)kurdistan,728318383800909828
680,covid,hanoi,1218770365360402432
681,covid,vietnam,1218770365360402432
682,covid,hochiminh,1224636509141139456
683,covid,quan12hochiminh,2889613862
684,covid,vietnam,2889613862
685,covid,hanoi,1238469839355666433
686,covid,vietnam,1150445172670386176
687,covid,103/22nguyenthetruyen,1187215941421027329
688,covid,tphcm,1221731852228026368
689,covid,jpkanton,830327118248628224
690,covid,vietnam,907144729703342080
691,covid,hochiminhcity,980664725997367296
692,covid,vietnam,980664725997367296
693,covid,njambini,943995532208254978
694,covid,kenya,943995532208254978
695,covid,hanoi,1173995318041432064
696,covid,vietnam,1173995318041432064
697,covid,371nguyenkiem,1210392785611681793
698,covid,govap,1210392785611681793
699,covid,hanoi,1077807008164675584
700,covid,vietnam,1077807008164675584
701,covid,thanhphohochiminh,1240645615329165312
702,covid,vietna,1240645615329165312
703,covid,nghean,1050930983761928193
704,covid,vietnam,1050930983761928193
705,covid,danang,1101514878546669568
706,covid,vietnam,1101514878546669568
707,covid,hochiminh,1237646189681491968
708,covid,vietnam,1237646189681491968
709,covid,220doicung,301238877
710,covid,thanhhoa,301238877
711,covid,vietnam,1220141383131860992
712,covid,34funhagiang,1247007387619176448
713,covid,california,718909783223369728
714,covid,hochiminhcity,839060062354092032
715,covid,vietnam,839060062354092032
716,covid,danang,1232532438791778304
717,covid,vietnam,1232532438791778304
718,covid,thailand,844899259220553729
719,covid,dreamland--deg,1126061996653154305
720,covid,eire,2445423817
721,covid,am|br,35727418
722,covid,vietnam,401729063
723,covid,lagos,38403342
724,covid,nigeria,38403342
725,covid,nobody'sfuckingh,1383142356
726,covid,vietnam,1091727844667842568
727,covid,hanoi,3288997975
728,covid,vietnam,3288997975
729,covid,joalin.noah.hope.,1240775525175635968
730,covid,hanoi,1189462289570598912
731,covid,maceio,186611950
732,covid,brasil,186611950
733,covid,nottheabroad,14911067
734,covid,hanoi,748076403984203776
735,covid,vietnam,748076403984203776
736,covid,lagos,342485695
737,covid,nigeria,342485695
738,covid,lagos,968139097561759745
739,covid,nigeria,968139097561759745
740,covid,alexandria,493311871
741,covid,dunbartonshire,493311871
